url,address,name,online_order,book_table,rate,votes,phone,location,rest_type,dish_liked,cuisines,approx_cost(for two people),listed_in(type),listed_in(city)
https://www.zomato.com/bangalore/sindh-kitchen-malleshwaram?context=eyJzZSI6eyJlIjpbIjU1MTc0IiwiMTg4NTY5MTUiLCI1NTQyOSIsIjUzMTYwIiwxODMwODc5NiwiMTg0MzI5OTIiLCIxODMwNTYzMCIsIjU5NzUzIiwiNTI4MjYiLCI1MzczNyIsIjE4Njc0NDgwIiwiNTkxMjQiLCI2MDg3NSIsIjU5MTY2IiwiMTg4Nzc4NjYiLCIxODU2OTExOCIsIjYxNjE3Il0sInQiOiJEZWxpdmVyeSBSZXN0YXVyYW50cyBpbiBNYWxsZXNod2FyYW0ifX0=,"8, Bloom Boutique Hotel, 4th Floor, 1st Cross, Sampige Road, Malleshwaram, Bangalore",Sindh Kitchen,Yes,Yes,4.2 /5,166,"+91 9650616707
+91 9845725000",Malleshwaram,Casual Dining,"Dal Pakwan, Rabri, Aloo Tuk, Dal Makhani, Paneer Tikka, Khamiri Roti, Gulab Jamun","North Indian, Sindhi, Seafood","1,100",Delivery,Malleshwaram
https://www.zomato.com/bangalore/hatch-malleshwaram-bangalore?context=eyJzZSI6eyJlIjpbIjU1NDI5IiwiNTMxNjAiLCIxODMwODc5NiIsIjE4NDMyOTkyIiwxODMwNTYzMCwiNTk3NTMiLCI1MjgyNiIsIjUzNzM3IiwiMTg2NzQ0ODAiLCI1OTEyNCIsIjYwODc1IiwiNTkxNjYiLCIxODg3Nzg2NiIsIjE4NTY5MTE4IiwiNjE2MTciXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIE1hbGxlc2h3YXJhbSJ9fQ==,"30,1st Cross, Sampige Road, Malleshwaram, Bangalore",Hatch,Yes,Yes,4.1 /5,469,"+91 8762203148
+91 8197040016",Malleshwaram,"Casual Dining, Bar","Cocktails, Appam, Beer, Murgh Ghee Roast, Mocktails, Pizza, Cheese Balls","North Indian, Mangalorean, Seafood","1,200",Delivery,Malleshwaram
https://www.zomato.com/bangalore/dil-se-punjabi-rt-nagar-bangalore?context=eyJzZSI6eyJlIjpbIjE4MzA1NjMwIiwiNTk3NTMiLCI1MjgyNiIsIjUzNzM3IiwxODY3NDQ4MCwiNTkxMjQiLCI2MDg3NSIsIjU5MTY2IiwiMTg4Nzc4NjYiLCIxODU2OTExOCIsIjYxNjE3IiwiMTg0OTQwNjkiLCIxODM2OTgyNSIsIjE4NTYzNzQ3IiwiMTgyMzc5MTgiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIE1hbGxlc2h3YXJhbSJ9fQ==,"7, P & T Colony, 80 Feet Road, RT Nagar, Bengaluru",Dil Se Punjabi,Yes,No,3.0 /5,106,080 43026303,RT Nagar,Casual Dining,"Butter Chicken, Dal Makhani, Biryani","North Indian, Mughlai, Chinese",550,Delivery,Malleshwaram
https://www.zomato.com/bangalore/momo-shop-rt-nagar?context=eyJzZSI6eyJlIjpbIjU5NzUzIiwiNTI4MjYiLCI1MzczNyIsIjE4Njc0NDgwIiw1OTEyNCwiNjA4NzUiLCI1OTE2NiIsIjE4ODc3ODY2IiwiMTg1NjkxMTgiLCI2MTYxNyIsIjE4NDk0MDY5IiwiMTgzNjk4MjUiLCIxODU2Mzc0NyIsIjE4MjM3OTE4IiwiMTg4MDU1MzgiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIE1hbGxlc2h3YXJhbSJ9fQ==,"No 98-98-4 1st Main, KHM Block, Ganganagar, RT Nagar, Bangalore",Momo Shop,Yes,No,4.0 /5,124,+91 9845141954,RT Nagar,Quick Bites,"Chaap, Egg Noodles, Chicken Momo, Veg Momos, Wheat Momo, Thukpa","Momos, Street Food, Rolls",200,Delivery,Malleshwaram
https://www.zomato.com/bangalore/coastal-biryani-paradise-rt-nagar?context=eyJzZSI6eyJlIjpbIjUyODI2IiwiNTM3MzciLCIxODY3NDQ4MCIsIjU5MTI0Iiw2MDg3NSwiNTkxNjYiLCIxODg3Nzg2NiIsIjE4NTY5MTE4IiwiNjE2MTciLCIxODQ5NDA2OSIsIjE4MzY5ODI1IiwiMTg1NjM3NDciLCIxODIzNzkxOCIsIjE4ODA1NTM4IiwiMTgyNzUwMzciLCIxODg1NTkzMyIsIjE4NzA2ODk5IiwiNTI5MjAiLCIxODY3NjUzNyIsIjE4NzUwNjk3IiwiMTg3MjI1MTIiLCI1NzEwOCIsIjU1MjU1IiwiNTA5NDgiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIE1hbGxlc2h3YXJhbSJ9fQ==,"11, 10th Cross, CBI Road, Ganganagar, RT Nagar, Bangalore",Coastal Biryani Paradise,Yes,No,3.9 /5,140,"080 41466655
+91 9739267438",RT Nagar,Casual Dining,"Chicken Biryani, Tandoori Chicken, Sea Food, Neer Dosa, Fish, Chicken Curry, Arabian Grape Juice","North Indian, Chinese, Biryani",500,Delivery,Malleshwaram
https://www.zomato.com/bangalore/prana-new-bel-road?context=eyJzZSI6eyJlIjpbIjU5MTI0IiwiNjA4NzUiLCI1OTE2NiIsIjE4ODc3ODY2IiwxODU2OTExOCwiNjE2MTciLCIxODQ5NDA2OSIsIjE4MzY5ODI1IiwiMTg1NjM3NDciLCIxODIzNzkxOCIsIjE4ODA1NTM4IiwiMTgyNzUwMzciLCIxODg1NTkzMyIsIjE4NzA2ODk5IiwiNTI5MjAiLCIxODY3NjUzNyIsIjE4NzUwNjk3IiwiMTg3MjI1MTIiLCI1NzEwOCIsIjU1MjU1IiwiNTA5NDgiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIE1hbGxlc2h3YXJhbSJ9fQ==,"66, Louis OMJ, AGS Layout, Near SBI Dollars Colony, New BEL Road, Bangalore",Prana,Yes,No,4.0 /5,238,+91 7022776607,New BEL Road,Cafe,"Coffee, Appam, Kadala Curry, Onion Pakoda, Paneer Roll, Sweet Pongal, Kokum Juice","Cafe, Healthy Food, South Indian",500,Delivery,Malleshwaram
https://www.zomato.com/bangalore/kabab-palace-rajajinagar?context=eyJzZSI6eyJlIjpbIjYwODc1IiwiNTkxNjYiLCIxODg3Nzg2NiIsIjE4NTY5MTE4Iiw2MTYxNywiMTg0OTQwNjkiLCIxODM2OTgyNSIsIjE4NTYzNzQ3IiwiMTgyMzc5MTgiLCIxODgwNTUzOCIsIjE4Mjc1MDM3IiwiMTg4NTU5MzMiLCIxODcwNjg5OSIsIjUyOTIwIiwiMTg2NzY1MzciLCIxODc1MDY5NyIsIjE4NzIyNTEyIiwiNTcxMDgiLCI1NTI1NSIsIjUwOTQ4Il0sInQiOiJEZWxpdmVyeSBSZXN0YXVyYW50cyBpbiBNYWxsZXNod2FyYW0ifX0=,"406, Dr Rajkumar Road, 6th Block, Rajajinagar, Bangalore",Kabab Palace,Yes,No,3.8 /5,72,"+91 9845465430
+91 9741964525",Rajajinagar,Quick Bites,"French Chicken, Roti, Biryani","North Indian, Chinese, Kebab",350,Delivery,Malleshwaram
https://www.zomato.com/bangalore/andhra-vantakam-rajajinagar?context=eyJzZSI6eyJlIjpbIjU5MTY2IiwiMTg4Nzc4NjYiLCIxODU2OTExOCIsIjYxNjE3IiwxODQ5NDA2OSwiMTgzNjk4MjUiLCIxODU2Mzc0NyIsIjE4MjM3OTE4IiwiMTg4MDU1MzgiLCIxODI3NTAzNyIsIjE4ODU1OTMzIiwiMTg3MDY4OTkiLCI1MjkyMCIsIjE4Njc2NTM3IiwiMTg3NTA2OTciLCIxODcyMjUxMiIsIjU3MTA4IiwiNTUyNTUiLCI1MDk0OCJdLCJ0IjoiRGVsaXZlcnkgUmVzdGF1cmFudHMgaW4gTWFsbGVzaHdhcmFtIn19,"1685, Mahakavi Kuvempu Rd, Maruthi Extension, Ramamohanapuram, Rajajinagar, Bangalore",Andhra Vantakam,Yes,No,3.9 /5,317,"+91 9353050403
+91 9353050405",Rajajinagar,Casual Dining,"Andhra Meal, Vegetable Biryani","Andhra, Chinese, North Indian, Seafood",800,Delivery,Malleshwaram
https://www.zomato.com/bangalore/jashn-hyderabadi-bawarchi-new-bel-road?context=eyJzZSI6eyJlIjpbIjYxNjE3IiwiMTg0OTQwNjkiLCIxODM2OTgyNSIsIjE4NTYzNzQ3IiwxODIzNzkxOCwiMTg4MDU1MzgiLCIxODI3NTAzNyIsIjE4ODU1OTMzIiwiMTg3MDY4OTkiLCI1MjkyMCIsIjE4Njc2NTM3IiwiMTg3NTA2OTciLCIxODcyMjUxMiIsIjU3MTA4IiwiNTUyNTUiLCI1MDk0OCJdLCJ0IjoiRGVsaXZlcnkgUmVzdGF1cmFudHMgaW4gTWFsbGVzaHdhcmFtIn19,"82, 80 Feet Road, Opposite MS Ramaiah Hospital, RMV 2nd Stage, New BEL Road, Bangalore",Jashn Hyderabadi Bawarchi,Yes,No,2.9 /5,139,"080 65775555
+91 9742525252",New BEL Road,Casual Dining,"Lemon Chicken, Hyderabadi Biryani","Hyderabadi, North Indian, Chinese, Biryani",650,Delivery,Malleshwaram
https://www.zomato.com/bangalore/bon-appetit-resto-new-bel-road-bangalore?context=eyJzZSI6eyJlIjpbIjE4ODU1OTMzIiwiMTg3MDY4OTkiLCI1MjkyMCIsIjE4Njc2NTM3IiwxODc1MDY5NywiMTg3MjI1MTIiLCI1NzEwOCIsIjU1MjU1IiwiNTA5NDgiLCI1NDA0OSIsIjU2NTA4IiwiNjA3MDciLCIxODY4NTI5MCIsIjU3NjgzIiwiMTg4OTYwODYiLCIxODkyODg4OSIsIjE4MjMxMTg3IiwiMTg5MzA3NDUiLCIxODc2MDI1NiIsIjE4NzAwMzMyIiwiMTg2NzYyNTMiLCIxODQyMjg4MyIsIjE4NTQ3MjQxIiwiMTg3NTc5NTciXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIE1hbGxlc2h3YXJhbSJ9fQ==,"Mathikere Pipeline Road, MSR Nagar, Bengaluru, 560054, New BEL Road, Bangalore",Bon Appetit Resto,Yes,No,3.8 /5,50,"+91 7348894999
080 43740876",New BEL Road,Delivery,Biryani,"North Indian, Chinese",300,Delivery,Malleshwaram
https://www.zomato.com/bangalore/swathi-rajajinagar?context=eyJzZSI6eyJlIjpbIjE4NzUwNjk3IiwiMTg3MjI1MTIiLCI1NzEwOCIsIjU1MjU1Iiw1MDk0OCwiNTQwNDkiLCI1NjUwOCIsIjYwNzA3IiwiMTg2ODUyOTAiLCI1NzY4MyIsIjE4ODk2MDg2IiwiMTg5Mjg4ODkiLCIxODIzMTE4NyIsIjE4OTMwNzQ1IiwiMTg3NjAyNTYiLCIxODcwMDMzMiIsIjE4Njc2MjUzIiwiMTg0MjI4ODMiLCIxODU0NzI0MSIsIjE4NzU3OTU3Il0sInQiOiJEZWxpdmVyeSBSZXN0YXVyYW50cyBpbiBNYWxsZXNod2FyYW0ifX0=,"5, West Of Chord Road, Rajajinagar, Bangalore",Swathi,Yes,No,3.8 /5,591,"+91 9900013400
080 23595565",Rajajinagar,Casual Dining,"Chicken Kebab, Roast Mutton, Chicken Guntur, Thali, Chicken Biryani, Lemon Chicken, Babycorn Manchurian","Andhra, North Indian, Chinese",700,Delivery,Malleshwaram
https://www.zomato.com/bangalore/vande-matharam-rajajinagar?context=eyJzZSI6eyJlIjpbIjE4NzIyNTEyIiwiNTcxMDgiLCI1NTI1NSIsIjUwOTQ4Iiw1NDA0OSwiNTY1MDgiLCI2MDcwNyIsIjE4Njg1MjkwIiwiNTc2ODMiLCIxODg5NjA4NiIsIjE4OTI4ODg5IiwiMTgyMzExODciLCIxODkzMDc0NSIsIjE4NzYwMjU2IiwiMTg3MDAzMzIiLCIxODY3NjI1MyIsIjE4NDIyODgzIiwiMTg1NDcyNDEiLCIxODc1Nzk1NyJdLCJ0IjoiRGVsaXZlcnkgUmVzdGF1cmFudHMgaW4gTWFsbGVzaHdhcmFtIn19,"149/A R Block, West of Chord Road, Rajajinagar, Bangalore",Vande Matharam,Yes,No,2.3 /5,178,"080 23477111
080 23479111",Rajajinagar,Casual Dining,"Coffee, Dal Makhani","North Indian, Chinese, South Indian, Street Food",500,Delivery,Malleshwaram
https://www.zomato.com/bangalore/oottupura-new-bel-road-bangalore?context=eyJzZSI6eyJlIjpbIjU3MTA4IiwiNTUyNTUiLCI1MDk0OCIsIjU0MDQ5Iiw1NjUwOCwiNjA3MDciLCIxODY4NTI5MCIsIjU3NjgzIiwiMTg4OTYwODYiLCIxODkyODg4OSIsIjE4MjMxMTg3IiwiMTg5MzA3NDUiLCIxODc2MDI1NiIsIjE4NzAwMzMyIiwiMTg2NzYyNTMiLCIxODQyMjg4MyIsIjE4NTQ3MjQxIiwiMTg3NTc5NTciXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIE1hbGxlc2h3YXJhbSJ9fQ==,"443, 6th Cross, 6th Main, MSR Nagar, Mathikere Area, New BEL Road, Bangalore",Oottupura,Yes,No,2.6 /5,166,"+91 9663403919
+91 9379907910",New BEL Road,Quick Bites,"Chicken Grill, Shawarma, Rolls, Biryani, Kerala Parotta","Kerala, North Indian, Chinese, Rolls, Juices",350,Delivery,Malleshwaram
https://www.zomato.com/thepurplepan?context=eyJzZSI6eyJlIjpbIjU1MjU1IiwiNTA5NDgiLCI1NDA0OSIsIjU2NTA4Iiw2MDcwNywiMTg2ODUyOTAiLCI1NzY4MyIsIjE4ODk2MDg2IiwiMTg5Mjg4ODkiLCIxODIzMTE4NyIsIjE4OTMwNzQ1IiwiMTg3NjAyNTYiLCIxODcwMDMzMiIsIjE4Njc2MjUzIiwiMTg0MjI4ODMiLCIxODU0NzI0MSIsIjE4NzU3OTU3Il0sInQiOiJEZWxpdmVyeSBSZXN0YXVyYW50cyBpbiBNYWxsZXNod2FyYW0ifX0=,"2930/15, Wnd Cross, D Block, Behind Kuvempu Metro Station, Rajajinagar, Bangalore",The Purple Pan,Yes,No,4.1 /5,500,080 49652937,Rajajinagar,Casual Dining,"Kalmi Kebab, Vegetable Biryani, Chilli Chicken, Dum Biryani, Chicken Biryani, Honey Chilli Potatoes, Chicken Tikka","North Indian, Chinese",600,Delivery,Malleshwaram
https://www.zomato.com/bangalore/masti-masala-rajajinagar?context=eyJzZSI6eyJlIjpbIjU0MDQ5IiwiNTY1MDgiLCI2MDcwNyIsIjE4Njg1MjkwIiw1NzY4MywiMTg4OTYwODYiLCIxODkyODg4OSIsIjE4MjMxMTg3IiwiMTg5MzA3NDUiLCIxODc2MDI1NiIsIjE4NzAwMzMyIiwiMTg2NzYyNTMiLCIxODQyMjg4MyIsIjE4NTQ3MjQxIiwiMTg3NTc5NTciXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIE1hbGxlc2h3YXJhbSJ9fQ==,"24/1, 20th Main Road, Iskcon Road, Next to Patacon Diagnostic, 1st R Block, Rajajinagar, Bangalore",Masti Masala,Yes,No,4.0 /5,397,+91 9663070809,Rajajinagar,Quick Bites,"Paratha, Deluxe Thali, Lassi, Paneer Tikka, Roti, Biryani, Panneer Butter Masala",North Indian,450,Delivery,Malleshwaram
https://www.zomato.com/bangalore/punjab-mail-malleshwaram?context=eyJzZSI6eyJlIjpbIjE4NTQ3MjQxIiwiMTg3NTc5NTciLCI1MzE3OSIsIjE4ODQ1NTgyIiw2MTY0OSwiNTQ2ODYiLCIxODcwMTA3NiIsIjE4ODYxOTcxIiwiMTg1NTQ5NzAiLCIxODgwMjU5NiIsIjE4OTIzNzUzIiwiMTg4NTk0ODgiLCIxODY5MjU3NyIsIjU3MTM0IiwiNTMzMjgiLCI1MzI5MCIsIjE4NDA3OTIwIl0sInQiOiJEZWxpdmVyeSBSZXN0YXVyYW50cyBpbiBNYWxsZXNod2FyYW0ifX0=,"147, 7th Cross, Near Malleswaram Association, Below Axis Bank, Malleshwaram, Bangalore",Punjab Mail,Yes,No,3.8 /5,323,"+91 8197975591
080 40955800",Malleshwaram,Casual Dining,"Biryani, Sweet Lassi, Thali, Butter Kulcha, Palak Paneer, Cheese Naan, Kulfi","North Indian, Chinese, Beverages",650,Delivery,Malleshwaram
https://www.zomato.com/bangalore/kusum-restaurant-new-bel-road?context=eyJzZSI6eyJlIjpbIjE4ODU5NDg4IiwiMTg2OTI1NzciLCI1NzEzNCIsIjUzMzI4Iiw1MzI5MCwiMTg0MDc5MjAiLCIxODcxMjQ0MSIsIjE4Nzc5MDYwIiwiNjExNjkiLCIxODI1NDU3MSIsIjE4NDE4NTI4IiwiNTMxODciLCIxODkxOTQ1MyIsIjUwMjg2IiwiNTcwNjYiLCI1MjQ1NCIsIjUzODkzIiwiNTMzNzAiLCIxODU1Mjg2OSIsIjUzMzc1IiwiMTg2OTc2MDUiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIE1hbGxlc2h3YXJhbSJ9fQ==,"17, MSRE Road, Mathikere, New BEL Road, Bangalore",Kusum Restaurant,Yes,No,3.0 /5,99,+91 9945431216,New BEL Road,Casual Dining,"Rolls, Chicken Biryani, Lassi, Laccha Paratha","North Indian, Chinese, Mughlai",500,Delivery,Malleshwaram
https://www.zomato.com/bangalore/swasthi-spice-restaurant-rajajinagar?context=eyJzZSI6eyJlIjpbIjE4NzEyNDQxIiwiMTg3NzkwNjAiLCI2MTE2OSIsIjE4MjU0NTcxIiwxODQxODUyOCwiNTMxODciLCIxODkxOTQ1MyIsIjUwMjg2IiwiNTcwNjYiLCI1MjQ1NCIsIjUzODkzIiwiNTMzNzAiLCIxODU1Mjg2OSIsIjUzMzc1IiwiMTg2OTc2MDUiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIE1hbGxlc2h3YXJhbSJ9fQ==,"706, First Floor, Modi Hospital Main Road,Above Poorvika Mobiles, Rajajinagar, Bangalore",Swasthi Spice Restaurant,Yes,No,3.4 /5,589,+91 8431616666,Rajajinagar,Casual Dining,"Hyderabadi Dum Biryani, Vegetable Biryani","Andhra, North Indian, Chinese, Biryani",600,Delivery,Malleshwaram
https://www.zomato.com/bangalore/iyer-mess-malleshwaram?context=eyJzZSI6eyJlIjpbIjE4OTE5NDUzIiwiNTAyODYiLCI1NzA2NiIsIjUyNDU0Iiw1Mzg5MywiNTMzNzAiLCIxODU1Mjg2OSIsIjUzMzc1IiwiMTg2OTc2MDUiLCI1NjU4MCIsIjYxMTE1IiwiNjAzNzQiLCIxODY4NDM4NiIsIjU5Nzk3IiwiNTM5OTUiLCI1NDA1MCIsIjE4NjMxMjIwIiwiNTIwMjYiLCI1MDI4MiIsIjE4MTY1Nzg5IiwiNTA4ODciLCIxODczNzYzNyIsIjE4NzQ4MDcxIiwiMTg1NTI5OTIiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIE1hbGxlc2h3YXJhbSJ9fQ==,"4/3, Near Devi Prasad Home Appliances, 7th & 8th Cross, West Park Road, Malleshwaram, Bangalore",Iyer Mess,Yes,No,4.1 /5,327,080 23343418,Malleshwaram,Mess,"Masala Vada, Buttermilk",South Indian,150,Delivery,Malleshwaram
https://www.zomato.com/bangalore/chandus-delux-malleshwaram?context=eyJzZSI6eyJlIjpbIjUwMjg2IiwiNTcwNjYiLCI1MjQ1NCIsIjUzODkzIiw1MzM3MCwiMTg1NTI4NjkiLCI1MzM3NSIsIjE4Njk3NjA1IiwiNTY1ODAiLCI2MTExNSIsIjYwMzc0IiwiMTg2ODQzODYiLCI1OTc5NyIsIjUzOTk1IiwiNTQwNTAiLCIxODYzMTIyMCIsIjUyMDI2IiwiNTAyODIiLCIxODE2NTc4OSIsIjUwODg3IiwiMTg3Mzc2MzciLCIxODc0ODA3MSIsIjE4NTUyOTkyIl0sInQiOiJEZWxpdmVyeSBSZXN0YXVyYW50cyBpbiBNYWxsZXNod2FyYW0ifX0=,"8th Cross, Near Malleshwaram Circle, Bangalore, Malleshwaram, Bangalore",Chandus Delux,Yes,No,3.9 /5,81,+91 9964806994,Malleshwaram,Casual Dining,"Biryani, Mutton Chops, Pepper Chicken, Chilli Chicken, Brain Fry","South Indian, North Indian, Seafood, Chinese",600,Delivery,Malleshwaram
https://www.zomato.com/bangalore/pavilion-restaurant-1-yeshwantpur?context=eyJzZSI6eyJlIjpbIjU3MDY2IiwiNTI0NTQiLCI1Mzg5MyIsIjUzMzcwIiwxODU1Mjg2OSwiNTMzNzUiLCIxODY5NzYwNSIsIjU2NTgwIiwiNjExMTUiLCI2MDM3NCIsIjE4Njg0Mzg2IiwiNTk3OTciLCI1Mzk5NSIsIjU0MDUwIiwiMTg2MzEyMjAiLCI1MjAyNiIsIjUwMjgyIiwiMTgxNjU3ODkiLCI1MDg4NyIsIjE4NzM3NjM3IiwiMTg3NDgwNzEiLCIxODU1Mjk5MiJdLCJ0IjoiRGVsaXZlcnkgUmVzdGF1cmFudHMgaW4gTWFsbGVzaHdhcmFtIn19,"Comfort INN Insys, 46,1st Main Road, Gokula 1st Stage, Mathikere, Yeshwantpur, Bangalore",Pavilion Restaurant,Yes,No,4.2 /5,100,"+91 7338697393
+91 7625054841",Yeshwantpur,Casual Dining,"Salads, Chicken Soup, Fish, Curd Rice, Dal Tadka, Brownie Chocolate, Tomato Soup","North Indian, Chinese, Continental","1,000",Delivery,Malleshwaram
https://www.zomato.com/bangalore/navrang-kabab-korner-rajajinagar?context=eyJzZSI6eyJlIjpbIjUyNDU0IiwiNTM4OTMiLCI1MzM3MCIsIjE4NTUyODY5Iiw1MzM3NSwiMTg2OTc2MDUiLCI1NjU4MCIsIjYxMTE1IiwiNjAzNzQiLCIxODY4NDM4NiIsIjU5Nzk3IiwiNTM5OTUiLCI1NDA1MCIsIjE4NjMxMjIwIiwiNTIwMjYiLCI1MDI4MiIsIjE4MTY1Nzg5IiwiNTA4ODciLCIxODczNzYzNyIsIjE4NzQ4MDcxIiwiMTg1NTI5OTIiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIE1hbGxlc2h3YXJhbSJ9fQ==,"1000, 4th Block, Dr Rajkumar Road, Rajajinagar, Bangalore",Navrang Kabab Korner,Yes,No,3.7 /5,349,"080 41487575
+91 8453703755",Rajajinagar,Casual Dining,"Butter Chicken, Biryani, Pepper Chicken, Chilli Chicken, Kalmi Kabab, Tandoori Chicken, Chicken Malai Tikka","North Indian, Mughlai, Biryani, Chinese, Kebab",600,Delivery,Malleshwaram
https://www.zomato.com/bangalore/chandrappa-hotel-yeshwantpur?context=eyJzZSI6eyJlIjpbIjUzMzcwIiwiMTg1NTI4NjkiLCI1MzM3NSIsIjE4Njk3NjA1Iiw1NjU4MCwiNjExMTUiLCI2MDM3NCIsIjE4Njg0Mzg2IiwiNTk3OTciLCI1Mzk5NSIsIjU0MDUwIiwiMTg2MzEyMjAiLCI1MjAyNiIsIjUwMjgyIiwiMTgxNjU3ODkiLCI1MDg4NyIsIjE4NzM3NjM3IiwiMTg3NDgwNzEiLCIxODU1Mjk5MiJdLCJ0IjoiRGVsaXZlcnkgUmVzdGF1cmFudHMgaW4gTWFsbGVzaHdhcmFtIn19,"40/4, 15th Main, MSR Industrial Estate Road, Mathikere, Yeshwantpur, Bangalore",Chandrappa Hotel,Yes,No,4.2 /5,253,"+91 9731719888
080 23606186",Yeshwantpur,Quick Bites,"Pork Pepper Fry, Mutton Chops, Mutton Biryani, Chicken Fry, Garlic Chicken, Akki Rottis, Pepper Chicken","South Indian, North Indian, Chinese",450,Delivery,Malleshwaram
https://www.zomato.com/bangalore/south-spicy-bites-basaveshwara-nagar?context=eyJzZSI6eyJlIjpbIjUzMzc1IiwiMTg2OTc2MDUiLCI1NjU4MCIsIjYxMTE1Iiw2MDM3NCwiMTg2ODQzODYiLCI1OTc5NyIsIjUzOTk1IiwiNTQwNTAiLCIxODYzMTIyMCIsIjUyMDI2IiwiNTAyODIiLCIxODE2NTc4OSIsIjUwODg3IiwiMTg3Mzc2MzciLCIxODc0ODA3MSIsIjE4NTUyOTkyIl0sInQiOiJEZWxpdmVyeSBSZXN0YXVyYW50cyBpbiBNYWxsZXNod2FyYW0ifX0=,"180, Manjunathnagar, Near Carmel College, Basaveshwara Nagar, Bangalore",South Spicy Bites,Yes,No,3.7 /5,67,"080 23508546
+91 9741962939",Basaveshwara Nagar,Casual Dining,"Fish, Tandoori Chicken, Neer Dosa, Sea Food","North Indian, Chinese",500,Delivery,Malleshwaram
https://www.zomato.com/bangalore/shree-mahalakshmi-sweets-basaveshwara-nagar?context=eyJzZSI6eyJlIjpbIjU0MDUwIiwiMTg2MzEyMjAiLCI1MjAyNiIsIjUwMjgyIiwxODE2NTc4OSwiNTA4ODciLCIxODczNzYzNyIsIjE4NzQ4MDcxIiwiMTg1NTI5OTIiLCI1Nzc1MiIsIjE4OTI0ODE1IiwiMTg5Mzk3OTAiLCIxODQxOTgxNyIsIjE4NzA3MjMxIiwiMTg0MTI0MzkiLCI1MDU5OSIsIjE4NTY0NDQzIiwiNTg5NTQiLCIxODczOTYxOSIsIjE4NzkxNTU5IiwiMTg5MzA1ODciLCI1NTY1MSIsIjE4NDg5MTAzIiwiMTg1NTQ4ODIiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIE1hbGxlc2h3YXJhbSJ9fQ==,"578, BBMP PID, 16-1, West of Chord Road, 3rd Stage, 4th Division, Basaveshwara Nagar, Bangalore",Shree Mahalakshmi Sweets,Yes,No,3.9 /5,61,"080 23227333
+91 9108012100",Basaveshwara Nagar,Sweet Shop,"Mysore Pak, Samosa","Mithai, Street Food",100,Delivery,Malleshwaram
https://www.zomato.com/bangalore/kudla-coraltree-rt-nagar-bangalore?context=eyJzZSI6eyJlIjpbIjE4OTM5NzkwIiwiMTg0MTk4MTciLCIxODcwNzIzMSIsIjE4NDEyNDM5Iiw1MDU5OSwiMTg1NjQ0NDMiLCI1ODk1NCIsIjE4NzM5NjE5IiwiMTg3OTE1NTkiLCIxODkzMDU4NyIsIjU1NjUxIiwiMTg0ODkxMDMiLCIxODU1NDg4MiIsIjE4NTc0NDUzIiwiMTg4ODIwNjIiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIE1hbGxlc2h3YXJhbSJ9fQ==,"Coraltree, 16, MLA Layout, RT Nagar Main Road, RT Nagar, Bangalore",Kudla - Coraltree,Yes,Yes,3.8 /5,280,"+91 8861002966
080 43346600",RT Nagar,Casual Dining,"Sea Food, Neer Dosa, Anjal Fry, Murgh Ghee Roast, Prawn Ghee Roast, Beer, Chicken Sukha","Seafood, Mangalorean","1,200",Delivery,Malleshwaram
https://www.zomato.com/bangalore/taiyvans-rt-nagar?context=eyJzZSI6eyJlIjpbIjE4NDE0MzYxIiwiMTg3NTI2MTMiLCI1MDY5NCIsIjUyMzMzIiw1MTIwMiwiNTM3OTEiLCI1MjI4OCIsIjE4Nzg5MTA4IiwiNTA1ODgiLCI1MzA4NCIsIjE4NzAxNjg0IiwiMTg5MDI3MDciLCIxODgzNDA1MSIsIjU3NjY4IiwiNTE4NTgiLCIxODY2MDk1MyIsIjE4NzAxNjI4IiwiNTI1NzIiLCI1MjE5NiIsIjE4NTYwNzI2IiwiMTg2OTc3MTAiLCIxODg2NTY5NSIsIjYwNjExIiwiNTg5MDQiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIE1hbGxlc2h3YXJhbSJ9fQ==,"1/1, Near Bellary Road, CBI Road, Ganganagar, RT Nagar, Bangalore",Taiyvan's,Yes,No,3.7 /5,101,"080 23337349
080 23337197",RT Nagar,Casual Dining,"Momos, Spring Roll, Noodles","Chinese, Thai, Seafood, Malaysian",500,Delivery,Malleshwaram
